Project,Block,Module,Part,Issue,Design Element,Design Factor,评审主体,评审对象,审核项,审核项状态,评审项更新者,Phase,Reviewer,Status,Notes,Quantization Status
I.Miami,3.Charging,Charge,,,,,1.Mainboard,4.Routing,Battery Vbat&GND sence P 和 M 差分走线，从电池连接器单独拉到PMIC,适用,陈文亭,EVT,陈文亭,NA,无平台充电IC，电池内置电量计,0
I.Miami, ,Charge,,,,,1.Mainboard,4.Routing,充电接口如果是在小板上，需要考虑连接器上VBUS信号的pin数，及FPC上VBUS信号的宽度，过孔数量，是否能够满足电流需求。,适用,陈文亭,EVT,陈文亭,Pass,1个5A pin +5个0.3A pin 过6.2A电流有些余量，FPC 走6mm,1
I.Miami,4.Audio,Codec,,,,,1.Mainboard,1.SCH,确认电路设计符合codec application information,适用,肖志浩,EVT,肖志浩,Pass,,1
I.Miami,4.Audio,Codec,,,,,1.Mainboard,1.SCH,确认控制信号与CPU连接正确：EN I2S SPI INT等，并设计测试点以供测试。EN使用默认为PD的IO口,适用,肖志浩,EVT,肖志浩,Pass,,1
I.Miami,4.Audio,Codec,,,,,1.Mainboard,1.SCH,确认CLK选取符合codec spec,适用,肖志浩,EVT,肖志浩,Pass,,1
I.Miami,4.Audio,Codec,,,,,1.Mainboard,1.SCH,确认输入的音频模拟信号正确：MIC,适用,肖志浩,EVT,肖志浩,Pass,,1
I.Miami,4.Audio,Codec,,,,,1.Mainboard,1.SCH,确认电路设计符合codec application information,适用,肖志浩,EVT,肖志浩,Pass,,1
I.Miami,4.Audio,PA,,,,,1.Mainboard,1.SCH,确认Power supply连接正确，功耗符合需求。如果需要串入磁珠，需要确认磁珠额定电流选择符合PA功耗spec,适用,肖志浩,EVT,肖志浩,Pass,,1
I.Miami,4.Audio,PA,,,,,1.Mainboard,1.SCH,确认控制信号与CPU连接正确： I2S EN CLK等，并设计测试点以供测试。EN使用默认为PD的IO口,适用,肖志浩,EVT,肖志浩,Pass,,1
I.Miami,4.Audio,PA,,SPK输出截止,,,1.Mainboard,1.SCH,"Smart PA 输出端器件需要符合PA输出端的耐压值。（例如：kuntao项目Smart PA输出VPP：+/-8V,TVS需要选12V工作电压型号）",适用,肖志浩,EVT,肖志浩,Pass,,1
I.Miami,4.Audio,PA,,,,,1.Mainboard,1.SCH,PA输出预留0603 0 ohm 电阻，以防TDMA噪声时更换为磁珠或电感，要求其RDC<0.2ohm，额定电流>1A(普通Audio PA)/1.4A(Smart PA)，磁珠靠近SPK本体放置。,适用,肖志浩,EVT,肖志浩,Pass,,1
I.Miami,4.Audio,欧美标切换开关,,,,,1.Mainboard,1.SCH,Power supply：使用VSYS供电时，需要查看是否超过swich的max，如超过需要分压。用VSYS供电时，预留磁珠。,适用,肖志浩,EVT,肖志浩,NA,,0
I.Miami,4.Audio,欧美标切换开关,,,,,1.Mainboard,1.SCH,EN使用默认为PD的IO口,适用,肖志浩,EVT,肖志浩,Pass,,1
I.Miami,4.Audio,SPK,,,,,1.Mainboard,1.SCH,"在SPK电路上总的电容不要超过2000pF,包括by-pass电容，ESD器件，BEAD-C滤波器",适用,肖志浩,EVT,肖志浩,Pass,,1
I.Miami,4.Audio,SPK,,,,,1.Mainboard,1.SCH,SPK线路走在FPC上时，连接器需要选用2个pin为一个信号,适用,肖志浩,EVT,肖志浩,Pass,,1
I.Miami,4.Audio,Earphone,,,,,1.Mainboard,1.SCH,"MTK平台耳机检测采用DET+INT的方式，DET加上拉470K电阻，DET与芯片输入端之间加1K电阻；DET 与中断之间加47K电阻。
Qualcomm平台耳机检测方式采用DET方式，DET无上拉，对于NO型耳机座，DET与芯片输入端加20K电阻，需要根据相应平台的Audio设计指导进行核对。根据平台参考设计调整。",适用,肖志浩,EVT,肖志浩,NA,,0
I.Miami,4.Audio,Earphone,,,,,1.Mainboard,1.SCH,耳机与SPK输入共用时，耳机中断需加一个100nF电容，防止中断误触发,适用,肖志浩,EVT,肖志浩,NA,,0
I.Miami,4.Audio,Receiver,,,,,1.Mainboard,1.SCH,Receiver上预留磁珠，靠近本体放置,适用,肖志浩,EVT,肖志浩,Pass,,1
I.Miami,4.Audio,MIC,,,,,1.Mainboard,1.SCH,耳机MIC靠近天线时需预留磁珠以防TDMA噪声，磁珠靠近mic本体放置,适用,肖志浩,EVT,肖志浩,Pass,,1
I.Miami,4.Audio,MIC,,,,,1.Mainboard,1.SCH,Si mic负极必须接地,适用,肖志浩,EVT,肖志浩,Pass,,1
I.Miami,4.Audio,MIC,,,Grounding,,1.Mainboard,1.SCH,驻极体麦克，需要用伪差分模式，让外壳接地,适用,肖志浩,EVT,肖志浩,Pass,,1
I.Miami,4.Audio,Motor,,,选型,,1.Mainboard,1.SCH,Motor选型必须满足标准库,适用,肖志浩,EVT,肖志浩,Pass,,1
I.Miami,4.Audio,Motor,,,电源匹配,,1.Mainboard,1.SCH,Motor 工作时2端工作电压必须满足SPEC要求（建议2.5V以上，可参考motor 库里信息）,适用,肖志浩,EVT,肖志浩,Pass,,1
I.Miami,4.Audio,SPK,,,,,1.Mainboard,2.Stacking,在以下三个条件都符合的情况下，电池连接器需要和GSM PA水平方向的同半边（1.半板，2.二合一喇叭，3.喇叭靠近主波并位于水平方向的中部,适用,肖志浩,EVT,肖志浩,NG&Accept,无法更改，EVT验证,2
I.Miami,4.Audio,PA,,,,,1.Mainboard,2.Stacking,立体声项目，GSM PA 靠近电池连接器,适用,肖志浩,EVT,肖志浩,Pass,,1
I.Miami,4.Audio,SPK,,ESD,,,1.Mainboard,2.Stacking,Speaker本体下方露铜，磁钢接地。必须,适用,李果,EVT,肖志浩,NA,,0
I.Miami,4.Audio,Receiver,,,,,1.Mainboard,2.Stacking,若IO放在Receiver背面，需在IO上加绝缘膜，防止漏磁粉到receiver上,适用,肖志浩,EVT,肖志浩,NA,,0
I.Miami,4.Audio,Receiver,,ESD,,,1.Mainboard,2.Stacking,Receiver本体下方露铜，磁钢接地。必须,适用,李果,EVT,肖志浩,NA,,0
I.Miami,4.Audio,Earphone,,,Pad Design,,1.Mainboard,2.Stacking,"TYPE-C 耳机：USB和耳机左右声道切换开关靠近TYPE-C插座,或者有单独的REF通道",适用,肖志浩,EVT,肖志浩,Pass,,1
I.Miami,4.Audio,Earphone,,,Pad Design,,1.Mainboard,2.Stacking,TYPE-C 耳机：MIC/GND正反插切换开关靠近TYPE-C插座,适用,肖志浩,EVT,肖志浩,NA,,0
I.Miami,4.Audio,Recerver,,,,,1.Mainboard,3.Placement,"Receiver 要核对信号定义，确保和ME相关匹配,特别要注意磁缸接地脚顺序",适用,肖志浩,EVT,肖志浩,NA,,0
I.Miami,4.Audio,SPK,,,,,1.Mainboard,3.Placement,SPK要核对信号定义，确保和ME相关匹配；特别关注双SPK的极性，磁缸接地脚顺序,适用,肖志浩,EVT,肖志浩,Pass,,1
I.Miami,4.Audio,PA,,,,,1.Mainboard,4.Routing,符合spec的Layout Guidelines,适用,肖志浩,EVT,肖志浩,NG&Fixed,,
I.Miami,4.Audio,PA,,,,,1.Mainboard,4.Routing,供给Audio使用的VSYS，必须从电池根部拉出，不能使用其它分支。,适用,肖志浩,EVT,肖志浩,Pass,,1
I.Miami,4.Audio,欧美标切换开关,,,,,1.Mainboard,4.Routing,供给switch使用的power supply需从根部拉出，不予其它分支共用。,适用,肖志浩,EVT,肖志浩,Pass,,1
I.Miami,4.Audio,SPK,,,,,1.Mainboard,4.Routing,SPK后端并行走线，上下左右包地；normal线宽0.4mm；功放距离SPK较远时，线宽需要加粗,适用,肖志浩,EVT,肖志浩,Pass,,1
I.Miami,4.Audio,SPK,,,,,1.Mainboard,4.Routing,焊接式SPK白油图上需要标示+-极，标识符号避免与信号PAD短路。,适用,肖志浩,EVT,肖志浩,NA,,0
I.Miami,4.Audio,Earphone,,,,,1.Mainboard,4.Routing,耳机左右声道线宽0.2mm，包地，中间用地隔离。因空间问题中间不能隔地时需满足3W原则,适用,肖志浩,EVT,肖志浩,Pass,,1
I.Miami,4.Audio,Earphone,,ESD,,,1.Mainboard,4.Routing,Mic，R，L，INT，GND（兼容欧美标的需要）必须使用TVS，且器件紧靠近耳机连接器放置，并置于走线干路上。,适用,李果,EVT,肖志浩,NA,,0
I.Miami,4.Audio,Receiver,,,,,1.Mainboard,4.Routing,"Receiver线宽0.2mm,并行走线，上下左右包地",适用,肖志浩,EVT,肖志浩,NA,,0
I.Miami,4.Audio,Receiver,,ESD,,,1.Mainboard,4.Routing,ESD器件靠近REV本体放置，并置于走线干路上。,适用,肖志浩,EVT,肖志浩,NA,,0
I.Miami,4.Audio,Receiver,,,,,1.Mainboard,4.Routing,LDO驱动的马达需要尽量靠近马达，无法做到需加粗走线，确认压降,适用,肖志浩,EVT,肖志浩,NA,,0
I.Miami,4.Audio,MIC,,,,,1.Mainboard,4.Routing,MIC真假差分线并行走线，上下左右包地,适用,肖志浩,EVT,肖志浩,Pass,,1
I.Miami,4.Audio,MIC,,,,,1.Mainboard,4.Routing,高通平台MIC的真差分地需要预留0 ohm电阻接到PMU的音频地，在PMIC附近单点下主地,适用,肖志浩,EVT,肖志浩,Pass,,1
I.Miami,4.Audio,MIC,,,,,1.Mainboard,4.Routing,焊接式mic白油图上需要标示+-极，标识符号避免与信号PAD短路。,适用,肖志浩,EVT,肖志浩,NA,,0
I.Miami,4.Audio,MIC,,SMT,Pad Design,,1.Mainboard,4.Routing,"目的：避免板下Mic 环形焊盘盘采用冷焊盘设计导致焊锡流动性差导致焊接未合拢
方案：1.Mic 环形密封焊盘上地孔数量<= 3个
2.接地孔避开钢网支撑筋
-fanlf 2017-8-31",适用,肖志浩,EVT,肖志浩,Pass,,1
I.Miami,4.Audio,,,Noise,,,1.Mainboard,4.Routing,Psensor电源线禁止走在REV、SPK、MIC、 耳机con正下方,适用,肖志浩,EVT,肖志浩,Pass,,1
I.Miami,4.Audio,,,,,,1.Mainboard,4.Routing,PCB的TOP层和BOT层尽量不要走线，或走线要短，即使需要走线，请用Sheild保护，防止辐射进入内层线,适用,肖志浩,EVT,肖志浩,Pass,,1
I.Miami,4.Audio,,,,,,1.Mainboard,4.Routing,MIC背面开窗露铜，MIC出声孔位置核对（特别注意焊盘对称的上出声MIC),适用,肖志浩,EVT,肖志浩,Pass,,1
I.Miami,4.Audio,,,,,,1.Mainboard,4.Routing,"所有的AUDIO走线要尽可能远离大电流的走线和器件,要用地进行屏蔽",适用,肖志浩,EVT,肖志浩,Pass,,1
I.Miami,4.Audio,,,,,,1.Mainboard,4.Routing,Audio 参考地及电源连接的电容靠近PMIC摆放并单点下主地,适用,肖志浩,EVT,肖志浩,Pass,,1
I.Miami,4.Audio,Motor,,,,,1.Mainboard,4.Routing,贴片马达焊盘的定位金线非GND信号,适用,肖志浩,EVT,肖志浩,NA,,0
I.Miami,4.Audio,Motor,,,,,1.Mainboard,4.Routing,连接器如果在天线净空区，需要考虑多层打孔加强PAD强度,适用,肖志浩,EVT,肖志浩,Pass,,1
I.Miami,4.Audio,Motor,,,,,1.Mainboard,4.Routing,Motor封装 白油图上务必有极性标识,适用,肖志浩,EVT,肖志浩,NA,,0
I.Miami,4.Audio,SPEAKER,,,,,1.Mainboard,1.SCH, 注意核对PA输出脚和SENSE脚有无接错,适用,肖志浩,EVT,肖志浩,NA,,0
I.Miami,5.Camera,camera,,,,,1.Mainboard,1.SCH,Mipi 总线顺序核对。 P和N 或者M 要特别关注，范围： CPU CSI的pin  -》 CPU端及camera端总线 P& N 以及对应的数字编号-》camera端的P&N。如有mipi Switch 还要加上switch 的顺序确认。,适用,陈邦,EVB,陈邦,Pass,,1
I.Miami,5.Camera,camera,,,,,1.Mainboard,1.SCH,"AVDD,DVDD,DOVDD,AF供电电压和电流是否符合模组spec",适用,陈邦,EVB,陈邦,Pass,,1
I.Miami,5.Camera,camera,,,,,1.Mainboard,1.SCH,"前后置摄像头IIC地址无冲突,IIC信号需要外加上拉2.2K电阻",适用,陈邦,EVB,陈邦,Pass,,1
I.Miami,5.Camera,激光对焦,,,,,1.Mainboard,1.SCH,确认控制信号选取正确。IIC是否有上拉电阻。,适用,陈邦,EVB,陈邦,Pass,,1
I.Miami,5.Camera,闪光灯驱动,,,,,1.Mainboard,1.SCH,"信号连接：1 电源选取符合spec需求
                    2 控制信号连接正确",适用,常芳梅,EVT,常芳梅,Pass,,1
I.Miami,5.Camera,闪光灯驱动,,,,,1.Mainboard,1.SCH,"闪光灯电流配置正确：1 匹配电阻值选择正确
                                        2 电阻精度1%",适用,常芳梅,EVT,常芳梅,Pass,,1
I.Miami,5.Camera,Flash LED,,,,,1.Mainboard,1.SCH,确认连接方式及驱动方式（平台集成还是外部IC)；确认闪光灯是否推荐型号,适用,常芳梅,EVT,常芳梅,Pass,,1
I.Miami,5.Camera,Flash LED,,,,,1.Mainboard,1.SCH,双色灯，冷灯接PMIC FLASH_LED1，暖灯接PMIC FLASH_LED2. 因Moto软件默认闪光灯此配置,适用,常芳梅,EVT,常芳梅,NA,,0
I.Miami,5.Camera,camera,,,,,1.Mainboard,2.Stacking,若DVDD供电外加DC-DC IC 尽量远离camera模组2cm以上,适用,陈邦,EVB,陈邦,NA,,0
I.Miami,5.Camera,camera,,,,,1.Mainboard,4.Routing,连接器Pin 定义，PCB net 名称是否和camera SPEC完全对应上（剪纸法确认）,适用,陈邦,EVB,陈邦,Pass,和超峰核对过,1
I.Miami,5.Camera,camera,,,,,1.Mainboard,4.Routing,AVDD/DVDD上下左右包地，线宽至少8mil,适用,陈邦,EVB,陈邦,NG&Accept,部分包地EVT再优化,2
I.Miami,5.Camera,camera,,,,,1.Mainboard,4.Routing," 2.8V AVDD LDO输入电源和大功耗器件输入都用B_PLUS，需从PMIC B_PLUS输出星形走线。如shelby大功耗器件 Audio pa抽大电流，拉低B_plus, AVDD LDO输入低于2.8V，图像产生竖条纹",适用,陈邦,EVB,陈邦,Pass,,1
I.Miami,5.Camera,camera,,,,,1.Mainboard,4.Routing,电源需经过滤波电容后到连接器pin脚,适用,陈邦,EVB,陈邦,Pass,,1
I.Miami,5.Camera,camera,,,,,1.Mainboard,4.Routing,Camera MCLK需走内层上下左右包地,适用,陈邦,EVB,陈邦,Pass,,1
I.Miami,5.Camera,MIPI_CSI,,,,,1.Mainboard,4.Routing,MIPI差分线需要上下左右包地，若空间不足，则上下隔层参考。Clock要做到GND shielding。,适用,陈邦,EVB,陈邦,Pass,,1
I.Miami,5.Camera,MIPI_CSI,,,,,1.Mainboard,4.Routing,对与对之间长度差小于1.4mm(56mil)，差分对内D+/D-长度差小于0.7mm(28mil)；走线总长度小于210mm(小于750 Mbps/lane)或小于200mm(小于1.0 Gbps/lane)或145mm(小于1.5 Gbps/lane)或175mm(小于2.1 Gbps/lane)。,适用,陈邦,EVB,陈邦,NG&Accept,等长EVT再优化,2
I.Miami,5.Camera,MIPI_CSI,,,,,1.Mainboard,4.Routing,保证大部分走在同层，保持等线宽线距，EMI靠近连接器，信号线从芯片扇出之后就要开始走差分，参考地平面不允许被切割以及掏空，不能走在晶振、时钟以及磁性材料上下,适用,陈邦,EVB,陈邦,Pass,,1
I.Miami,5.Camera,MIPI_CSI,,,,,1.Mainboard,4.Routing,与CADcheck主板设计中MIPI阻抗控制要求、Camera HW team确认模组阻抗要求（较通用的是90R）。通过pcb工具确认阻抗规则设置满足要求。,适用,陈邦,EVB,陈邦,Pass,,1
I.Miami,5.Camera,camera,,,,,15.Camera Module,2.Stacking,"摄像头模组通过导电布/铜箔/导电泡棉良好接地接到金属支架或者主板上。
 ",适用,陈邦,EVB,陈邦,NG&Accept,EVB只做bringup,2
I.Miami,5.Camera,FlashLED FPC,Flash LED FPC,,,,7.FlashLED FPC/PCB,1.SCH,实物顺序匹配 pin顺序与主板or小板匹配,适用,常芳梅,EVT,常芳梅,Pass,,1
I.Miami,5.Camera,FlashLED FPC,Flash LED FPC,,,,7.FlashLED FPC/PCB,2.Stacking,LED下方不能有高热电路，如有需要隔离，不能直接架在高热电路上方。推荐FPC直接贴在后壳上。,适用,常芳梅,EVT,常芳梅,Pass,,1
I.Miami,5.Camera,Flash LED,,,,,7.FlashLED FPC/PCB,4.Routing,Flash LED 在PCB板的散热面积要足够大，如果10层板厚度为1mm的板厚，散热总面积要大于50平方毫米，散热孔要大于30个；如果板层越薄，散热孔和散热面积要越大，最小要在80平方毫米左右，散热孔要大于30个,适用,常芳梅,EVT,常芳梅,NG&Accept,2层FPC，750+750mA设计双冷灯，散热面积41平方毫米,2
I.Miami,5.Camera,FlashLED FPC,Flash LED FPC,,,,7.FlashLED FPC/PCB,4.Routing,"Flash LED 在PCB板的散热面积要足够大，如果10层板厚度为0.68mm的板厚，LED灯放置面单层散热面积大于30，散热总面积要大于50平方毫米，散热孔要大于30个,；如果板层越薄，LED灯放置面单层散热面积要越大，铜厚尽量厚，散热孔和散热面积要越大，尽可能加大最小要在80平方毫米左右，散热孔要大于30个。",适用,常芳梅,EVT,常芳梅,NG&Accept,2层FPC，750+750mA设计双冷灯，散热面积41平方毫米,2
I.Miami,6.Display/Touch,Display/Touch,,ESD,,,1.Mainboard,1.SCH,"参考标准原理图,RST,ID,CABC接口串1K电阻（ESD)",适用,李果,EVT,常芳梅,Pass,,1
I.Miami,6.Display/Touch,Display,MIPI_DSI,,,,1.Mainboard,1.SCH,EMI滤波器带宽大于3倍时钟频率,适用,常芳梅,EVT,常芳梅,NA,,0
I.Miami,6.Display/Touch,Touch,,,,,1.Mainboard,1.SCH,每个pin上都需要TVS防护,适用,李果,EVT,常芳梅,Pass,,1
I.Miami,6.Display/Touch,Display,,ESD,,,1.Mainboard,2.Stacking,LCD FPC弯折区域靠边侧在壳体缝隙处时，FPC要刷银浆或壳体本身有挡墙。,适用,李果,EVT,常芳梅,Pass,,1
I.Miami,6.Display/Touch,Display,,ESD,,,1.Mainboard,2.Stacking,"是否有接地考虑，模组抗ESD检查(四个角落需要特别关注),该点需要拿到模组才能确认",适用,李果,EVT,常芳梅,Pass,,1
I.Miami,6.Display/Touch,Display,,,PIN序核对,,1.Mainboard,2.Stacking,检查 PCB net 名称是否和LCD SPEC完全对应上（使用剪纸法确认PIN顺序正确性）,适用,常芳梅,EVT,常芳梅,Pass,,1
I.Miami,6.Display/Touch,Display,MIPI_DSI,,,,1.Mainboard,4.Routing,MIPI DSI 差分线需要上下左右包地，若空间不足，则上下隔层参考。Clock要做到GND shielding。,适用,常芳梅,EVT,常芳梅,Pass,,1
I.Miami,6.Display/Touch,Display,MIPI_DSI,,,,1.Mainboard,4.Routing,MIPI DSI 差分对阻抗控制在85 ohm +/- 15 ohm，对内D+/D-间距不小于1W，对与对之间不小于1.5W，与外围其它信号(如GND)之间不小于2.5W。,适用,常芳梅,EVT,常芳梅,Pass,,1
I.Miami,6.Display/Touch,Display,MIPI_DSI,,,,1.Mainboard,4.Routing,对与对之间长度差小于1.4mm(56mil)，差分对内D+/D-长度差小于0.7mm(28mil)；走线总长度小于100mm(小于1.0 Gbps/lane)或40mm(小于1.5 Gbps/lane)。,适用,常芳梅,EVT,常芳梅,NG&Accept,EVT优化,2
I.Miami,6.Display/Touch,Display,MIPI_DSI,,,,1.Mainboard,4.Routing,保证大部分走在同层，保持等线宽线距，EMI靠近连接器，信号线从芯片扇出之后就要开始走差分，参考地平面不允许被切割以及掏空，不能走在晶振、时钟以及磁性材料上下,适用,常芳梅,EVT,常芳梅,Pass,,1
I.Miami,6.Display/Touch,Touch,,,,,1.Mainboard,4.Routing,TVS靠近连接器摆放，并置于信号干路上,适用,李果,EVT,常芳梅,Pass,,1
I.Miami,6.Display/Touch,Touch,,,,,1.Mainboard,4.Routing,确认 PCB上CTPpin顺序与实物匹配,适用,常芳梅,EVT,常芳梅,Pass,,1
I.Miami,7.Sensor,Cap-Sensor,,,,,1.Mainboard,1.SCH,Cap Sensor 检测线路在RF端的器件需要审核：确保天线检测pad 和 器件输入pin 是有效连通的（不能串接电容，不能对地并电感）。-2017-2-10，Issue Found on George NA EVT2,适用,熊胜男,EVT,熊胜男,Pass,,1
I.Miami,7.Sensor,Cap-Sensor,,,,,1.Mainboard,1.SCH,cap sensor各天线弹片数目确认，保证每根天线都有电容隔离+电感下地结构,适用,熊胜男,EVT,熊胜男,Pass,,1
I.Miami,7.Sensor,Cap-Sensor,,,,,1.Mainboard,1.SCH,Cap sensor Power supplier和I2C上拉要是同一路电源,适用,熊胜男,EVT,熊胜男,Pass,,1
I.Miami,7.Sensor,Cap-Sensor,,,,,1.Mainboard,4.Routing,"CAP sensor在FPC走线层的确认。如果FPC没有涂层接地，并且置于电池上方,并且背盖不含金属，则CAP SENSOR走线必须靠近电池侧以保证有ground隔离背盖",适用,熊胜男,EVT,熊胜男,Pass,,1
I.Miami,7.Sensor,G-Sensor,,,,,1.Mainboard,1.SCH,电源的电压范围是否在spec规范中,适用,熊胜男,EVT,熊胜男,Pass,,1
I.Miami,7.Sensor,G-Sensor,,,,,1.Mainboard,1.SCH,IIC地址是否冲突,适用,熊胜男,EVT,熊胜男,Pass,,1
I.Miami,7.Sensor,G-Sensor,,,,,1.Mainboard,1.SCH,是否可做兼容设计,适用,熊胜男,EVT,熊胜男,Pass,,1
I.Miami,7.Sensor,G-Sensor,,,,,1.Mainboard,1.SCH,G-sensor 二供信息检查,适用,熊胜男,EVT,熊胜男,Pass,,1
I.Miami,7.Sensor,G-Sensor,,,,,1.Mainboard,1.SCH,Andriod 5.0 L 需要12bit以上 G-Sensor,适用,熊胜男,EVT,熊胜男,Pass,,1
I.Miami,7.Sensor,Gyro,,,,,1.Mainboard,1.SCH,原理图电源及IIC确认,适用,熊胜男,EVT,熊胜男,Pass,,1
I.Miami,7.Sensor,Hall,,,,,1.Mainboard,1.SCH,新器件需要审核原理图的正确性,适用,熊胜男,EVT,熊胜男,Pass,,1
I.Miami,7.Sensor,M-Sensor,,,,,1.Mainboard,4.Routing,M-sensor部分不能穿过高频线、大电流的线，如充电线，电源线等,适用,熊胜男,EVT,熊胜男,Pass,,1
I.Miami,7.Sensor,M-Sensor,,,,,1.Mainboard,1.SCH,新器件需要审核原理图的正确性,适用,熊胜男,EVT,熊胜男,Pass,,1
I.Miami,7.Sensor,指纹,,,,,1.Mainboard,1.SCH,电源选择和信号连接正确，并请coretech确认,适用,熊胜男,EVT,熊胜男,Pass,,1
I.Miami,7.Sensor,Cap-Sensor,,,,,1.Mainboard,2.Stacking,"Cap Sensor 尽量靠近感应Pad放置 -2017-2-15 ,Issue Found on George NA EVT2",适用,熊胜男,EVT,熊胜男,Pass,,1
I.Miami,7.Sensor,Pressure-Sensor,,,,,1.Mainboard,2.Stacking,对于防水的机器，需要开气孔给气压计，开孔需要加上防水透气膜，开孔直径大于 1 mm，开孔位置尽量靠近sensor。,适用,熊胜男,EVT,熊胜男,NA,,0
I.Miami,7.Sensor,G-Sensor,,,,,1.Mainboard,2.Stacking,"摆放位置及PCB检查,离同面或背面的产生应力的连接器 屏蔽盖和屏蔽轨迹 按键 螺丝孔等至少2MM",适用,熊胜男,EVT,熊胜男,Pass,,1
I.Miami,7.Sensor,Gyro,,,,,1.Mainboard,2.Stacking,放置完毕后需要发给原厂Review,适用,熊胜男,EVT,熊胜男,Pass,,1
I.Miami,7.Sensor,Hall,,,,,1.Mainboard,2.Stacking,"确定磁铁的型号以及磁铁到Hall IC的距离；
 用高斯计测量该磁铁在该距离下，Hall IC工作的可靠性",适用,熊胜男,EVT,熊胜男,NA,,0
I.Miami,7.Sensor,M-Sensor,,,,,1.Mainboard,2.Stacking,"M SENOSR远离带磁铁的CAMERA，比如TELE,WIDE,DEPTH,MAIN CAMERA.注意camera磁场分布",适用,熊胜男,EVT,熊胜男,Pass,,1
I.Miami,7.Sensor,M-Sensor,,,,,1.Mainboard,2.Stacking,堆叠的时候，需要让专家确认M-sensor的放置位置；需要远离磁场源；放置完毕后，让厂家协助帮忙仿真。,适用,熊胜男,EVT,熊胜男,Pass,,1
I.Miami,7.Sensor,M-Sensor,,,,,1.Mainboard,2.Stacking,如果机器带皮套，需要考虑皮套上的磁铁对M-sensor的影响。需要评估M-sensor与Hall IC错开足够距离或者加磁阻片等方式,适用,熊胜男,EVT,熊胜男,NA,,0
I.Miami,7.Sensor,M-Sensor,,,,,1.Mainboard,2.Stacking,靠近M-sensor的钢板如果是不锈钢，必须使用H304微磁型号,适用,熊胜男,EVT,熊胜男,Pass,,1
I.Miami,7.Sensor,M-Sensor,,,,,1.Mainboard,2.Stacking,靠近M-sensor的屏蔽盖，尽量使用洋白铜，不锈钢需要使用H304微磁型号。,适用,熊胜男,EVT,熊胜男,Pass,,1
I.Miami,7.Sensor,P&L,,,,,1.Mainboard,2.Stacking,P Senshor IR灯和ME IR开孔对齐(核对PIN1),适用,熊胜男,EVT,熊胜男,Pass,,1
I.Miami,7.Sensor,P&L,,,,,1.Mainboard,2.Stacking,"触摸屏开窗设计
 1.红外和可见光透过率;
 2.开窗宽度>2mm，丝印开窗尺寸是否标准化
 3.CTP开窗处只留玻璃，不能有FPC或Film干涉
 4.白色P-sensor区域油墨过渡处理",适用,熊胜男,EVT,熊胜男,Pass,,1
I.Miami,7.Sensor,P&L,,,,,1.Mainboard,4.Routing,P-sensor摆件方向（接收孔和指示灯要错开）,适用,熊胜男,EVT,熊胜男,Pass,,1
I.Miami,7.Sensor,P&L,,,,,1.Mainboard,2.Stacking,P sensor布局优先考虑手机的右边(SPK出音孔对应的手机上方位置)，这样手握不容易遮挡,适用,熊胜男,EVT,熊胜男,Pass,,1
I.Miami,7.Sensor,P&L,,,,,1.Mainboard,2.Stacking,P-sensor周围背胶宽度>0.7mm,适用,熊胜男,EVT,熊胜男,Pass,,1
I.Miami,7.Sensor,P&L,,,,,1.Mainboard,2.Stacking,P-sensor固定方式，有卡扣设计、螺钉及后壳加筋固定,适用,熊胜男,EVT,熊胜男,Pass,,1
I.Miami,7.Sensor,P&L,,,,,1.Mainboard,2.Stacking,光学仿真入射角能否>30度,适用,熊胜男,EVT,熊胜男,Pass,仿真进行中,1
I.Miami,7.Sensor,P&L,,,,,1.Mainboard,2.Stacking,是否存在干涉,适用,熊胜男,EVT,熊胜男,Pass,,1
I.Miami,7.Sensor,P&L,,,,,1.Mainboard,2.Stacking,P-sensor IR LED 靠手机X轴中心方向摆放，并且IR LED 到手机X中心距离小于13mm,适用,熊胜男,EVT,熊胜男,NG&Accept,约20mm，接受,2
I.Miami,7.Sensor,P&L,,,,,1.Mainboard,2.Stacking,P-sensor &ALS  如果有FPC设计，需确认FPC和主板Pin定义匹配,适用,熊胜男,EVT,熊胜男,NA,,0
E.Seirra,6.Display/Touch,Display port,TX/RX,,,,1.Mainboard,4.Routing,"USB_SS TX/RX差分对内D+/D-长度差小于0.7mm(28mil)，TX对与RX对之间不小于4W（DP1.4），TX对与RX对之间不小于3W（DP1.2）,与外围其它信号(包括GND)之间不小于4W. USB_SS TX/RX差分对之前长度差小于10mm。
走线尽量少打孔和穿层。",适用,常芳梅,EVT,常芳梅,Pass,,1
I.Miami,7.Sensor,Gyro,,,,,1.Mainboard,3.Placement,Sensor远离板机械应力，与PCB连接筋大于15MM   ,适用,熊胜男,EVT,熊胜男,Pass,,1
I.Miami,7.Sensor,Gyro,,,,,1.Mainboard,3.Placement,离同面或背面的产生应力的连接器 屏蔽盖和屏蔽轨迹 按键 螺丝孔等至少2MM,适用,熊胜男,EVT,熊胜男,Pass,,1
I.Miami,7.Sensor,Gyro,,,,,1.Mainboard,3.Placement,"远离振动源比如马达，风扇等,机械振动可能造成屏幕旋转等误动作",适用,熊胜男,EVT,熊胜男,Pass,,1
I.Miami,7.Sensor,Gyro,,,,,1.Mainboard,4.Routing,sensorIC表层覆盖区域尽量不能有其他走线 不打孔 不铺铜，出线尽量对称。,适用,熊胜男,EVT,熊胜男,Pass,,1
